ShopID,Sales,AvgIncome,Price,Temperature,State,Season
378,51,50572,3.34,5,Louisiana,Winter
379,138,57850,2.47,21,Louisiana,Autumn
380,402,52014,2.43,27,Texas,Spring
381,32,63282,3.53,11,Louisiana,Autumn
382,200,59966,3.24,14,Texas,Autumn
383,221,52980,2.78,11,Texas,Winter
384,245,50556,3.17,23,Texas,Autumn
385,313,75494,2.88,9,Louisiana,Autumn
386,115,47452,3.02,17,Louisiana,Autumn
387,332,62648,3.08,20,Texas,Autumn
388,260,61772,2.3,25,Texas,Autumn
389,293,52588,3.52,12,Louisiana,Autumn
390,293,71914,3.3,7,Louisiana,Winter
391,377,58622,2.58,9,Louisiana,Winter
392,283,60240,2.93,24,Texas,Autumn
393,134,49956,3.39,24,Louisiana,Autumn
394,659,50350,2.79,27,Texas,Spring
395,439,64990,2.69,10,Texas,Autumn
396,222,58648,2.83,13,Texas,Autumn
397,137,61628,2.72,10,Louisiana,Autumn
398,149,57396,3.05,9,Louisiana,Winter
399,129,55288,2.7,9,Louisiana,Winter
400,122,58138,3.19,8,Louisiana,Winter
401,181,65494,2.78,12,Texas,Autumn
402,702,50864,3.52,27,Texas,Spring
403,384,45432,2.8,25,Louisiana,Spring
404,207,42154,3.09,25,Texas,Autumn
405,212,44662,3.19,25,Texas,Autumn
406,380,57202,2.89,21,Texas,Autumn
407,446,47874,3.13,23,Louisiana,Autumn
408,235,51598,3.08,11,Louisiana,Autumn
409,199,51414,3.59,11,Louisiana,Autumn
410,213,58736,3.37,7,Louisiana,Winter
411,7,40068,3.33,12,Louisiana,Autumn
412,357,53108,2.78,10,Louisiana,Winter
413,315,68228,3.11,10,Louisiana,Autumn
414,136,53174,2.21,11,Louisiana,Winter
415,375,51370,3.08,22,Louisiana,Autumn
416,32,65342,3.19,8,Louisiana,Winter
417,316,44184,2.47,27,Louisiana,Spring
418,309,38220,3.37,33,Louisiana,Summer
419,247,39464,2.84,21,Texas,Autumn
420,386,50414,2.86,29,Texas,Spring
421,334,53798,2.72,14,Texas,Autumn
422,483,45722,2.64,26,Louisiana,Autumn
423,140,48376,2.51,7,Louisiana,Winter
424,493,55030,3.17,28,Louisiana,Spring
425,487,54646,2.04,25,Texas,Spring
426,57,62560,3.2,8,Louisiana,Winter
427,265,52426,2.75,28,Louisiana,Autumn
428,321,55284,2.94,8,Texas,Winter
429,285,61838,2.54,13,Texas,Autumn
430,419,51748,2.53,27,Louisiana,Spring
431,68,43134,3.23,17,Texas,Autumn
432,321,50818,2.62,6,Louisiana,Winter
433,490,55772,3.17,27,Louisiana,Summer
434,355,56548,3.27,22,Louisiana,Autumn
435,114,63938,2.93,11,Texas,Winter
436,392,78976,2.89,3,Louisiana,Winter
437,595,71680,2.51,26,Louisiana,Summer
438,363,74946,3.02,15,Louisiana,Autumn
439,276,55452,2.72,18,Texas,Autumn
440,654,60098,2.68,25,Louisiana,Spring
441,178,46032,2.06,23,Texas,Autumn
442,471,60554,3.2,25,Louisiana,Summer
443,180,57998,3.2,9,Louisiana,Autumn
444,539,53728,2.07,23,Louisiana,Autumn
445,324,74006,2.99,25,Texas,Autumn
446,315,51128,2.44,10,Texas,Autumn
447,267,52376,3.27,19,Texas,Autumn
448,62,42506,3.33,8,Louisiana,Autumn
449,318,45872,3.02,26,Louisiana,Spring
450,218,51372,3.02,6,Texas,Winter
451,131,48332,3.03,28,Texas,Autumn
452,483,46984,2.7,30,Texas,Summer
453,104,49772,2.81,6,Texas,Winter
454,94,53424,3.23,9,Texas,Winter
455,157,63562,2.4,10,Louisiana,Winter
456,580,53502,2.66,26,Louisiana,Summer
457,379,76200,2.16,10,Texas,Winter
458,356,44954,3.03,25,Texas,Autumn
459,242,57878,3.32,9,Louisiana,Winter
460,237,72194,2.78,15,Louisiana,Autumn
461,264,43882,2.97,12,Louisiana,Winter
462,363,57736,3.11,11,Texas,Autumn
463,237,52248,3.09,21,Louisiana,Autumn
464,347,41750,3.45,27,Louisiana,Spring
465,235,57710,3.15,25,Louisiana,Autumn
466,94,40422,3.27,25,Louisiana,Spring
467,172,51380,3.22,22,Louisiana,Autumn
468,283,43434,3.19,26,Texas,Spring
469,0,42990,3.32,16,Louisiana,Autumn
470,262,53186,3.14,24,Louisiana,Autumn
471,316,65032,1.94,8,Texas,Autumn
472,311,58900,2.62,8,Louisiana,Winter
473,72,67394,3.65,2,Louisiana,Winter
474,287,57160,2.93,24,Louisiana,Autumn
475,451,59086,2.64,14,Texas,Autumn
476,318,50806,2.62,24,Texas,Autumn
477,213,47914,2.51,10,Louisiana,Autumn
478,552,45502,2.31,22,Texas,Autumn
479,436,48628,3.12,11,Texas,Autumn
480,65,61096,3.23,9,Louisiana,Winter
481,549,43846,2.92,29,Louisiana,Summer
482,408,67758,3.12,9,Texas,Autumn
483,361,58914,3.67,26,Texas,Autumn
484,95,68802,3.03,10,Louisiana,Winter
485,253,45410,3.11,9,Louisiana,Winter
486,95,55880,2.94,15,Texas,Autumn
487,39,62492,3.08,12,Texas,Winter
488,170,47714,3.22,26,Texas,Autumn
489,522,64086,3.06,12,Texas,Autumn
490,366,56346,2.91,21,Texas,Autumn
491,33,51740,3.18,8,Louisiana,Winter
492,247,66356,3.07,15,Louisiana,Autumn
493,150,49398,3.3,9,Louisiana,Autumn
494,12,47778,3.41,9,Louisiana,Autumn
495,492,39554,2.69,33,Louisiana,Summer
496,331,63126,3.02,9,Louisiana,Autumn
497,148,45072,3.06,26,Louisiana,Autumn
498,199,45738,2.78,12,Texas,Autumn
499,91,61382,3.23,12,Louisiana,Autumn
500,724,49372,2.75,16,Texas,Autumn
501,160,51666,3.33,11,Louisiana,Autumn
502,417,46188,3.19,6,Texas,Winter
503,140,51764,2.69,24,Texas,Autumn
504,439,45778,3.64,26,Louisiana,Spring
505,506,106024,2.81,22,Texas,Autumn
506,276,68588,2.93,5,Louisiana,Winter
507,340,62620,2.36,12,Texas,Winter
508,512,49074,2.93,29,Louisiana,Summer
509,98,47902,3.5,9,Texas,Autumn
510,278,46818,2.76,20,Texas,Autumn
511,55,43542,3.51,23,Louisiana,Autumn
512,322,42186,3.15,28,Louisiana,Spring
513,345,50810,2.51,27,Texas,Spring
514,206,57742,3.24,23,Louisiana,Autumn
515,173,58810,3.24,12,Louisiana,Autumn
516,174,87036,2.84,7,Louisiana,Winter
517,468,70242,3.14,24,Texas,Autumn
518,97,49104,3.18,23,Louisiana,Autumn
519,466,61728,3.36,8,Texas,Autumn
520,401,41652,2.65,21,Texas,Autumn
521,72,49226,3.13,23,Louisiana,Autumn
522,178,59924,2.9,11,Texas,Winter
523,176,60706,2.83,25,Louisiana,Autumn
524,565,47014,2.9,12,Texas,Autumn
525,178,53666,3.26,10,Louisiana,Winter
526,46,46672,2.93,14,Louisiana,Autumn
527,88,57854,2.53,10,Texas,Winter
528,196,47982,2.93,11,Louisiana,Winter
529,244,44366,3.06,29,Texas,Autumn
530,110,51518,2.98,7,Louisiana,Winter
531,205,56986,2.78,9,Louisiana,Winter
532,154,47696,3.04,26,Louisiana,Autumn
533,304,54708,3.38,22,Louisiana,Spring
534,401,47106,3.27,24,Texas,Autumn
535,499,59130,2,23,Texas,Autumn
536,177,62780,2.74,14,Texas,Autumn
537,172,45262,2.67,23,Louisiana,Autumn
538,293,61496,2.55,23,Texas,Autumn
539,393,85896,3.18,8,Texas,Winter
540,359,43024,2.66,26,Louisiana,Autumn
541,339,93690,1.89,8,Texas,Winter
542,426,55084,2.84,12,Texas,Winter
543,152,67666,2.99,7,Louisiana,Autumn
544,355,54694,2.9,16,Texas,Autumn
545,469,64766,2.47,24,Texas,Autumn
546,527,55562,2.21,28,Louisiana,Summer
547,116,62018,2.72,4,Texas,Winter
548,74,41476,3.39,11,Louisiana,Autumn
549,421,39362,3.14,14,Texas,Autumn
550,266,56366,2.68,26,Texas,Spring
551,560,46120,3.62,24,Texas,Spring
552,316,45706,2.98,13,Louisiana,Autumn
553,218,75776,3.36,21,Louisiana,Autumn
554,356,73974,2.91,8,Louisiana,Autumn
555,88,67238,2.06,10,Louisiana,Winter
556,382,79558,2.78,13,Texas,Autumn
557,128,53798,3.03,11,Louisiana,Winter
558,271,60218,2.7,23,Louisiana,Spring
559,191,64270,2.81,12,Louisiana,Autumn
560,404,45880,3.42,24,Louisiana,Spring
561,145,40080,2.26,21,Texas,Autumn
562,357,51254,2.72,10,Texas,Winter
563,247,54116,3.3,9,Louisiana,Winter
564,230,53042,1.93,9,Louisiana,Winter
565,301,49508,3.09,7,Texas,Winter
566,4,63694,3.26,9,Louisiana,Autumn
567,411,69620,3.51,10,Texas,Winter
568,190,63254,3.35,7,Louisiana,Autumn
569,210,63950,3.41,10,Louisiana,Autumn
570,219,47854,1.81,23,Louisiana,Autumn
571,487,46156,2.81,29,Texas,Summer
572,196,50066,2.95,12,Texas,Autumn
573,394,63164,2.78,25,Louisiana,Autumn
574,141,48174,3.31,9,Louisiana,Winter
575,207,60778,2.3,8,Louisiana,Winter
576,14,84954,3.07,9,Louisiana,Winter
577,282,74958,2.81,22,Louisiana,Autumn
578,249,44096,2.87,29,Louisiana,Spring
579,221,54638,3,5,Louisiana,Winter
580,267,51288,2.88,25,Texas,Autumn
581,191,63572,2.54,23,Louisiana,Autumn
582,156,51648,3.01,5,Texas,Winter
583,693,43178,2.72,31,Louisiana,Summer
584,403,49414,3.53,28,Texas,Autumn
585,368,45926,2.7,28,Louisiana,Autumn
586,153,46502,2.44,18,Texas,Autumn
587,27,64064,3,4,Louisiana,Winter
588,197,52304,3.02,12,Louisiana,Autumn
589,210,44306,2.72,26,Texas,Autumn
590,240,42868,3.42,7,Louisiana,Winter
591,204,52112,2.66,10,Louisiana,Winter
592,111,41444,2.68,9,Texas,Winter
593,337,51970,2.37,26,Texas,Autumn
594,329,81410,3.09,9,Texas,Winter
595,613,53484,2.34,26,Louisiana,Spring
596,436,66026,3.05,27,Texas,Spring
597,260,61926,3.18,10,Louisiana,Autumn
598,73,48318,2.79,14,Texas,Autumn
599,390,74758,2.82,9,Louisiana,Winter
600,57,53516,2.67,7,Louisiana,Autumn
601,243,41988,3.08,12,Texas,Autumn
602,632,46310,2.99,27,Louisiana,Summer
603,180,55898,3.28,9,Louisiana,Autumn
604,210,58912,3.36,7,Louisiana,Winter
605,308,60528,3.23,10,Louisiana,Autumn
606,247,42712,3.32,22,Texas,Autumn
607,352,46822,2.81,13,Texas,Autumn
608,419,56440,3.06,11,Louisiana,Winter
609,186,50240,2.98,11,Louisiana,Winter
610,294,43576,3.12,29,Louisiana,Autumn
611,438,52416,2.91,20,Louisiana,Autumn
612,224,44034,2.43,24,Louisiana,Autumn
613,194,44618,3.7,25,Louisiana,Autumn
614,266,58116,2.55,31,Texas,Autumn
